NM_CANDIDATO;NR_CANDIDATO;CD_CARGO;DS_CARGO;CD_GRAU_INSTRUCAO;DS_OCUPACAO;CD_OCUPACAO;CD_GENERO;sigla;ano
MARCIA REJANE GUEDES CUNHA NOBRE;25;11;PREFEITO;6;SERVIDOR PÚBLICO ESTADUAL;297;4;RN;2016
JOSÉ MAURICIO FILHO;15;11;PREFEITO;4;PREFEITO;275;2;RN;2016
JOSÉ LEONARDO CASSIMIRO DE ARAÚJO;55;11;PREFEITO;8;BANCÁRIO E ECONOMIÁRIO;395;2;RN;2016
LYDICE ARAUJO DE MEDEIROS BRITO;15;11;PREFEITO;8;FARMACÊUTICO;117;4;RN;2016
JOSÉ ANTONIO DE MEDEIROS CLEMENTE;19;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
ALEXANDRE CARLO DE MEDEIROS DANTAS;15;11;PREFEITO;8;OUTROS;999;2;RN;2016
RAIMUNDO NONATO FERNANDES;12;11;PREFEITO;8;MÉDICO;111;2;RN;2016
MARIA DAS GRAÇAS DE MEDEIROS OLIVEIRA;55;11;PREFEITO;8;SERVIDOR PÚBLICO MUNICIPAL;298;4;RN;2016
TAIANNI LOPES SANTOS;11;11;PREFEITO;8;ADVOGADO;131;4;RN;2016
OSIVAN SAVIO NASCIMENTO QUEIROZ;15;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
FRANCISCO DAS CHAGAS FELIX BERTULEZA;15;11;PREFEITO;8;COMERCIANTE;169;2;RN;2016
ELIDIO ARAUJO DE QUEIROZ;55;11;PREFEITO;4;PREFEITO;275;2;RN;2016
JANDIARA SINARA JACOME CAVALCANTE;15;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;4;RN;2016
JOSE RENATO TEIXEIRA DE SOUZA;55;11;PREFEITO;6;OUTROS;999;2;RN;2016
JOSIMAR CUSTODIO FERREIRA;19;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
ADEILSON GOMES DE OLIVEIRA;55;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
KERLES JÁCOME SARMENTO;55;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
MARIA DA CONCEIÇÃO DO NASCIMENTO DUARTE;25;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;RN;2016
JOSINALDO MARCOS DE SOUZA;55;11;PREFEITO;5;ADMINISTRADOR;125;2;RN;2016
HIPOLITON SAEL HOLANDA MELO;31;11;PREFEITO;7;COMERCIANTE;169;2;RN;2016
ANTONIO DE OLIVEIRA FAGUNDES;15;11;PREFEITO;6;PECUARISTA;602;2;RN;2016
CLECIO DA CAMARA AZEVEDO;22;11;PREFEITO;8;VEREADOR;278;2;RN;2016
VALDEMIR VALENTIM SOARES BELCHIOR;55;11;PREFEITO;6;PREFEITO;275;2;RN;2016
IVANILDO FERREIRA LIMA FILHO;40;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
SEVERINO RODRIGUES DA SILVA;15;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
FRANCISCO FELIPE DA SILVA;55;11;PREFEITO;6;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2016
ANTONIO FREIRE DE SOUZA FILHO;31;11;PREFEITO;6;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;532;2;RN;2016
FELIPE MULLER;15;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
ABELARDO RODRIGUES FILHO;25;11;PREFEITO;6;PREFEITO;275;2;RN;2016
NOEIDE CLEMENS FERREIRA DE OLIVEIRA;25;11;PREFEITO;8;SERVIDOR PÚBLICO FEDERAL;296;4;RN;2016
SUELY FONSECA BEZERRA DE LIMA;15;11;PREFEITO;8;PREFEITO;275;4;RN;2016
LUIZ JAIRO BEZERRA DE MENDONÇA;22;11;PREFEITO;8;PREFEITO;275;2;RN;2016
THALES ANDRE FERNANDES;15;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
PEDRO HENRYQUE OLIVEIRA URBANO;45;11;PREFEITO;5;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;931;2;RN;2016
FRANCISCO RONALDO DE SOUZA;25;11;PREFEITO;6;AGRICULTOR;601;2;RN;2016
ANTONIA FERREIRA LIMA FURTADO;15;11;PREFEITO;8;AGENTE ADMINISTRATIVO;292;4;RN;2016
HUDSON PEREIRA DE BRITO;55;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2016
MARIANA MAFALDO DE PAIVA FERNANDES;15;11;PREFEITO;8;ADVOGADO;131;4;RN;2016
LARISSA LISIANE CUNHA ROCHA;55;11;PREFEITO;8;ENFERMEIRO;113;4;RN;2016
ANTONIO LOPES FILHO;40;11;PREFEITO;8;SERVIDOR PÚBLICO CIVIL APOSENTADO;922;2;RN;2016
WANESSA GOMES DE MORAIS;15;11;PREFEITO;8;ENGENHEIRO;101;4;RN;2016
ORIANA RODRIGUES;15;11;PREFEITO;8;PREFEITO;275;4;RN;2016
OTON MARIO DE ARAUJO COSTA;50;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;RN;2016
FRANCISCO DE ASSIS PINHEIRO DE ANDRADE;11;11;PREFEITO;6;OUTROS;999;2;RN;2016
WALDEMAR HORACIO DE GOIS NETO;25;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
CELSO LUIZ MARINHO LISBOA;40;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
ARLINDO DUARTE DANTAS;65;11;PREFEITO;6;PREFEITO;275;2;RN;2016
FRANCISCO WILSON DE FREITAS REGO FILHO;15;11;PREFEITO;8;AGRÔNOMO;103;2;RN;2016
LAERTE NEY DE PAIVA FAGUNDES;25;11;PREFEITO;8;EMPRESÁRIO;257;2;RN;2016
CHILON BATISTA DE ARAÚJO NETO;15;11;PREFEITO;8;PREFEITO;275;2;RN;2016
FERNANDO LUIZ TEIXEIRA DE CARVALHO;45;11;PREFEITO;8;ADMINISTRADOR;125;2;RN;2016
ROSALBA CIARLINI ROSADO;11;11;PREFEITO;8;MÉDICO;111;4;RN;2016
LEONARDO MOREIRA LISBOA;55;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
JOSIVAN BIBIANO DE AZEVEDO;22;11;PREFEITO;8;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);243;2;RN;2016
JORGE EDUARDO DE CARVALHO BEZERRA;22;11;PREFEITO;8;ENGENHEIRO;101;2;RN;2016
NIXON DA SILVA BARACHO;25;11;PREFEITO;6;PREFEITO;275;2;RN;2016
WALDÊNIO CARLOS BELARMINO DE AMORIM;15;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;RN;2016
PEDRO SALES BELO DA SILVA;15;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
ROBSON DE ARAÚJO;45;11;PREFEITO;5;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;166;2;RN;2016
MAURICIO CAETANO DAMACENA;25;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;RN;2016
RIVELINO CAMARA;15;11;PREFEITO;7;EMPRESÁRIO;257;2;RN;2016
ANTEOMAR PEREIRA DA SILVA;55;11;PREFEITO;7;SERVIDOR PÚBLICO MUNICIPAL;298;2;RN;2016
IRACEMA PEREIRA DE LIMA CAMPELO;15;11;PREFEITO;8;SERVIDOR PÚBLICO MUNICIPAL;298;4;RN;2016
MARIA LUCIA DE AZEVEDO ESTEVAM;55;11;PREFEITO;3;OUTROS;999;4;RN;2016
OLGA CHAVES FERNANDES DE QUEIROZ FIGUEIREDO;25;11;PREFEITO;8;PREFEITO;275;4;RN;2016
FABIO RODRIGUES DE ARAUJO;10;11;PREFEITO;6;PESCADOR;604;2;RN;2016
JULIO CESAR SOARES CAMARA;55;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
ANTONIO JOSÉ BEZERRA;50;11;PREFEITO;6;ADMINISTRADOR;125;2;RN;2016
LUIS EDUARDO BENTO DA SILVA;55;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
JOAO DA FONSECA MOURA NETO;44;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
MARIA DO SOCORRO DOS ANJOS FURTADO;55;11;PREFEITO;8;PREFEITO;275;4;RN;2016
ODON OLIVEIRA DE SOUZA JÚNIOR;13;11;PREFEITO;8;VEREADOR;278;2;RN;2016
HAROLDO FERREIRA DE MORAIS;40;11;PREFEITO;8;PREFEITO;275;2;RN;2016
MANOEL DOS SANTOS BERNARDO;25;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;2;RN;2016
JOSEILSON BORGES DA COSTA;15;11;PREFEITO;6;AGRICULTOR;601;2;RN;2016
KLEBIA FERREIRA BESSA FILGUEIRA;55;11;PREFEITO;6;PREFEITO;275;4;RN;2016
JOSÉ SALLY DE ARAÚJO;55;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
MARIA HELENA LEITE DE QUEIROGA;55;11;PREFEITO;6;SERVIDOR PÚBLICO ESTADUAL;297;4;RN;2016
FRANCISCO NERI DE OLIVEIRA;55;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2016
JOAZ OLIVEIRA MENDES DA SILVA;22;11;PREFEITO;8;VEREADOR;278;2;RN;2016
MARA LOURDES CAVALCANTI;15;11;PREFEITO;8;PREFEITO;275;4;RN;2016
CLAUDIO MARQUES DE MACEDO;15;11;PREFEITO;6;OUTROS;999;2;RN;2016
VALDEREDO BERTOLDO DO NASCIMENTO;45;11;PREFEITO;8;OUTROS;999;2;RN;2016
DANIEL GURGEL MARINHO FERNANDES;45;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
FERNANDO CUNHA LIMA BEZERRA;55;11;PREFEITO;8;PREFEITO;275;2;RN;2016
ELIJANE PAIVA DE FREITAS;25;11;PREFEITO;8;EMPRESÁRIO;257;4;RN;2016
ATEVALDO NAZARIO DA SILVA;25;11;PREFEITO;8;VEREADOR;278;2;RN;2016
FERNANDO ANTONIO BEZERRA DE MEDEIROS;15;11;PREFEITO;6;VEREADOR;278;2;RN;2016
MARIA BERNADETE NUNES REGO GOMES;25;11;PREFEITO;8;PREFEITO;275;4;RN;2016
NEIDE SUELY MUNIZ COSTA;25;11;PREFEITO;8;ASSISTENTE SOCIAL;134;4;RN;2016
CÁSSIO CAVALCANTE DE CASTRO;15;11;PREFEITO;8;MÉDICO;111;2;RN;2016
SONYARA DE SOUZA RIBEIRO;55;11;PREFEITO;8;ADVOGADO;131;4;RN;2016
ALAN JEFFERSON DA SILVEIRA PINTO;15;11;PREFEITO;8;OUTROS;999;2;RN;2016
RENO MARINHO DE MACÊDO SOUZA;10;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
FRANCISCO ADRIANO HOLANDA DIOGENES;15;11;PREFEITO;8;EMPRESÁRIO;257;2;RN;2016
IOMARIA RAFAELA LIMA DE SOUZA CARVALHO;15;11;PREFEITO;7;PREFEITO;275;4;RN;2016
THIAGO MEIRA MANGUEIRA;45;11;PREFEITO;8;MÉDICO;111;2;RN;2016
RUDEMBERG HONORIO LISBOA;55;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;RN;2016
MARIA OLIMPIA FERREIRA NUNES EUFRÁSIO;11;11;PREFEITO;8;PEDAGOGO;230;4;RN;2016
CARLOS EDUARDO NUNES ALVES;12;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
CIRO GUSTAVO ALVES BEZERRA;25;11;PREFEITO;8;CONTADOR;124;2;RN;2016
FERNANDA COSTA BEZERRA;15;11;PREFEITO;8;PREFEITO;275;4;RN;2016
ANTONIO ALVES DA SILVA;55;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;RN;2016
SUELEIDE DE MORAIS ARAUJO;45;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;RN;2016
JAILTON FELIX DE PONTES;55;11;PREFEITO;4;OUTROS;999;2;RN;2016
IRANEIDE XAVIER CORTEZ RODRIGUES REBOUÇAS;55;11;PREFEITO;8;AGENTE ADMINISTRATIVO;292;4;RN;2016
FRANCISCO RONALDO DE SOUZA;25;11;PREFEITO;6;ASTRÔNOMO;128;2;RN;2016
ANTONIO MODESTO RODRIGUES DE MACEDO;55;11;PREFEITO;8;EMPRESÁRIO;257;2;RN;2016
ADOLFO JOSE DA SILVEIRA NETO;55;11;PREFEITO;6;MILITAR REFORMADO;921;2;RN;2016
MANOEL DE FREITAS NETO;11;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2016
JOSE CELIO CHAVES DE LIMA;10;11;PREFEITO;6;SERVIDOR PÚBLICO MUNICIPAL;298;2;RN;2016
POLION MEDEIROS MAIA;22;11;PREFEITO;8;SERVENTUÁRIO DE JUSTIÇA;293;2;RN;2016
JESSE NILDO DANTAS DE FREITAS;55;11;PREFEITO;8;SERVIDOR PÚBLICO MUNICIPAL;298;2;RN;2016
JOSÉ AMAZAN SILVA;55;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
GUSTAVO MONTENEGRO SOARES;22;11;PREFEITO;8;MÉDICO;111;2;RN;2016
LUCIA MARIA FERNANDES DO NASCIMENTO;22;11;PREFEITO;8;ADMINISTRADOR;125;4;RN;2016
RITA DE LUZIER DE SOUZA MARTINS;25;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;RN;2016
CICERO SABINO NETO;15;11;PREFEITO;8;MÉDICO;111;2;RN;2016
JOSÉ ARACLEIDE DE ARAUJO;55;11;PREFEITO;6;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2016
MARCOS ANTONIO CABRAL;40;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2016
RANIERE CÉSAR AMÂNCIO DA SILVA;55;11;PREFEITO;7;PREFEITO;275;2;RN;2016
MARCONI ANTONIO PRAXEDES BARRETTO;45;11;PREFEITO;8;EMPRESÁRIO;257;2;RN;2016
LUCIANO SILVA SANTOS;15;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
PAULO MARQUES DE OLIVEIRA JUNIOR;15;11;PREFEITO;3;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;532;2;RN;2016
MIGUEL CABRAL NASSER;23;11;PREFEITO;6;AGRICULTOR;601;2;RN;2016
JOAO BATISTA GOMES GONCALVES;15;11;PREFEITO;6;AGRICULTOR;601;2;RN;2016
ISAIAS DE MEDEIROS CABRAL;15;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
ALESSANDRU EMMANUEL PINHEIRO E ALVES;90;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
AMARILDO ELIAS DE MORAIS FILHO;77;11;PREFEITO;6;COMERCIANTE;169;2;RN;2016
ANTONIO GOMES DE AMORIM;11;11;PREFEITO;8;EMPRESÁRIO;257;2;RN;2016
MARIA DE FÁTIMA ARAÚJO DA SILVA;13;11;PREFEITO;8;ODONTÓLOGO;115;4;RN;2016
JEANE CARLINA SARAIVA E FERREIRA DE SOUZA;55;11;PREFEITO;6;DONA DE CASA;581;4;RN;2016
JOSE MORGÂNIO PAIVA;15;11;PREFEITO;6;TÉCNICO EM AGRONOMIA E AGRIMENSURA;153;2;RN;2016
DEUSDETE GOMES DE BARROS;45;11;PREFEITO;8;EMPRESÁRIO;257;2;RN;2016
CARLOS VERIANO DE LIMA;33;11;PREFEITO;3;VEREADOR;278;2;RN;2016
SANDRA JAQUELINE JOTA RIBEIRO;55;11;PREFEITO;6;SERVIDOR PÚBLICO ESTADUAL;297;4;RN;2016
STELA BARBOSA DE SENA;55;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;4;RN;2016
ANTÔNIO BRÁULIO DA CUNHA;55;11;PREFEITO;3;SERVIDOR PÚBLICO CIVIL APOSENTADO;922;2;RN;2016
CLAUDIO HENRIQUE GOMES PEREIRA;55;11;PREFEITO;6;PREFEITO;275;2;RN;2016
SEBASTIÃO AMBRÓSIO DE MELO;40;11;PREFEITO;2;EMPRESÁRIO;257;2;RN;2016
DAGOBERTO BESSA CAVALCANTE;55;11;PREFEITO;8;PREFEITO;275;2;RN;2016
MANUEL GUSTAVO DE ARAÚJO MOREIRA;22;11;PREFEITO;8;ENGENHEIRO;101;2;RN;2016
PATRICIA PEIXOTO TARGINO;15;11;PREFEITO;8;SERVIDOR PÚBLICO CIVIL APOSENTADO;922;4;RN;2016
SÉRGIO FERNANDES DE MEDEIROS;45;11;PREFEITO;8;CONTADOR;124;2;RN;2016
JOSE EDVALDO GUIMARÃES JUNIOR;22;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2016
MARIA DALVA MEDEIROS DE ARAÚJO;15;11;PREFEITO;8;SERVIDOR PÚBLICO CIVIL APOSENTADO;922;4;RN;2016
IVANIA DA SILVA MARTINS;65;11;PREFEITO;8;PROFESSOR DE ENSINO FUNDAMENTAL;265;4;RN;2016
PAULO EMIDIO DE MEDEIROS;22;11;PREFEITO;8;OCUPANTE DE CARGO EM COMISSÃO;291;2;RN;2016
JOSE ARNOR DA SILVA;55;11;PREFEITO;8;SERVIDOR PÚBLICO FEDERAL;296;2;RN;2016
JODOVAL FERREIRA DE PONTES;15;11;PREFEITO;5;AGRICULTOR;601;2;RN;2016
FRANCISCO EDILSON FERNANDES JÚNIOR;55;11;PREFEITO;6;VEREADOR;278;2;RN;2016
TULIO BEZERRA LEMOS;55;11;PREFEITO;7;JORNALISTA E REDATOR;171;2;RN;2016
ROSANO TAVEIRA DA CUNHA;10;11;PREFEITO;8;VEREADOR;278;2;RN;2016
VALDIR DE MEDEIROS AZEVEDO;90;11;PREFEITO;8;SERVIDOR PÚBLICO MUNICIPAL;298;2;RN;2016
MARIA ALDA ROMÃO SOARES;55;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;4;RN;2016
JOSE ALEXANDRE SOBRINHO;15;11;PREFEITO;8;ADVOGADO;131;2;RN;2016
MARINA DIAS MARINHO;15;11;PREFEITO;8;ADVOGADO;131;4;RN;2016
LUSIMAR PORFIRIO DA SILVA;55;11;PREFEITO;8;EMPRESÁRIO;257;2;RN;2016
ROSÂNIA MARIA TEIXEIRA FERREIRA;55;11;PREFEITO;8;PREFEITO;275;4;RN;2016
MARIA EDICE FRANCISCO E FELIX;22;11;PREFEITO;7;SERVIDOR PÚBLICO ESTADUAL;297;4;RN;2016
JOSE MARQUES FERNANDES;15;11;PREFEITO;8;ECONOMISTA;121;2;RN;2016
MARIA JOSÉ DE OLIVEIRA GURGEL COSTA;25;11;PREFEITO;6;SERVIDOR PÚBLICO ESTADUAL;297;4;RN;2020
CÍCERO SABINO NETO;15;11;PREFEITO;8;PREFEITO;275;2;RN;2020
JOSE ANTONIO DE MEDEIROS CLEMENTE;40;11;PREFEITO;6;COMERCIANTE;169;2;RN;2020
FELIPE FERREIRA DE MENEZES ARAUJO;11;11;PREFEITO;6;VEREADOR;278;2;RN;2020
THUANNE KARLA CARVALHO DE SOUZA;10;11;PREFEITO;8;ENFERMEIRO;113;4;RN;2020
JÉSSICA LOURINE DE ASSIS AMORIM;15;11;PREFEITO;8;MÉDICO;111;4;RN;2020
MARIA DE FÁTIMA ALVES DA COSTA;45;11;PREFEITO;6;SERVIDOR PÚBLICO CIVIL APOSENTADO;922;4;RN;2020
ALAOR FERREIRA PESSOA NETO;11;11;PREFEITO;8;FARMACÊUTICO;117;2;RN;2020
MARCELO MARIO PORTO FILHO;55;11;PREFEITO;6;PREFEITO;275;2;RN;2020
DEJERLANE MACEDO;45;11;PREFEITO;6;PREFEITO;275;4;RN;2020
SONYARA DE SOUZA RIBEIRO FERREIRA;45;11;PREFEITO;8;PREFEITO;275;4;RN;2020
GILSON DANTAS DE OLIVEIRA;15;11;PREFEITO;8;PREFEITO;275;2;RN;2020
FRANCISCO WILTON CAVALCANTE MONTEIRO;15;11;PREFEITO;5;EMPRESÁRIO;257;2;RN;2020
CLÉCIO DA CÂMARA AZEVEDO;45;11;PREFEITO;8;SERVIDOR PÚBLICO FEDERAL;296;2;RN;2020
MARIA OLIMPIA FERREIRA NUNES EUFRASIO;11;11;PREFEITO;8;PEDAGOGO;230;4;RN;2020
FRANCINALDO SILVA DA CRUZ;22;11;PREFEITO;6;PREFEITO;275;2;RN;2020
PAULO MARQUES DE OLIVEIRA JUNIOR;15;11;PREFEITO;3;PREFEITO;275;2;RN;2020
SAMUEL OLIVEIRA DE SOUTO;22;11;PREFEITO;6;COMERCIANTE;169;2;RN;2020
LUSIMAR PORFIRIO DA SILVA;45;11;PREFEITO;8;PREFEITO;275;2;RN;2020
RIVELINO CAMARA;15;11;PREFEITO;7;EMPRESÁRIO;257;2;RN;2020
FERNANDO LUIZ TEIXEIRA DE CARVALHO;45;11;PREFEITO;8;PREFEITO;275;2;RN;2020
MANOEL DOS SANTOS BERNARDO;25;11;PREFEITO;8;PREFEITO;275;2;RN;2020
FRANCISCO ANDRÉ REGIS JÚNIOR;11;11;PREFEITO;8;MÉDICO;111;2;RN;2020
SAINT CLAY ALCANTARA SILVA DE MEDEIROS;45;11;PREFEITO;8;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;411;2;RN;2020
JOSÉ ANTÔNIO DE MENEZES SOUSA;25;11;PREFEITO;8;MÉDICO;111;2;RN;2020
ALCÉLIO FERNANDES BARBOSA;45;11;PREFEITO;3;COMERCIANTE;169;2;RN;2020
FRANCISCO DAS CHAGAS EUFRÁSIO VIEIRA DE MELO;15;11;PREFEITO;8;ENGENHEIRO;101;2;RN;2020
MARIA HELENA LEITE DE QUEIROGA;45;11;PREFEITO;8;PREFEITO;275;4;RN;2020
SALOMAO GURGEL PINHEIRO;50;11;PREFEITO;8;MÉDICO;111;2;RN;2020
ODON OLIVEIRA DE SOUZA JÚNIOR;13;11;PREFEITO;8;BIOMÉDICO;264;2;RN;2020
MARINA DIAS MARINHO;15;11;PREFEITO;8;PREFEITO;275;4;RN;2020
JOÃO MARIA MONTENEGRO DA SILVA;55;11;PREFEITO;3;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2020
FLAUDIVAN MARTINS CABRAL;15;11;PREFEITO;6;PECUARISTA;602;2;RN;2020
REMO DA FONSECA SILVEIRA;11;11;PREFEITO;4;VEREADOR;278;2;RN;2020
JACINTO LOPES DE CARVALHO;10;11;PREFEITO;3;EMPRESÁRIO;257;2;RN;2020
LIDIANE MARQUES DA COSTA;45;11;PREFEITO;6;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);243;4;RN;2020
JOSE AUGUSTO DE FREITAS REGO;25;11;PREFEITO;8;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2020
SALOMAO GOMES DE OLIVEIRA;22;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;RN;2020
ARIOSVALDO BANDEIRA JUNIOR;55;11;PREFEITO;6;APOSENTADO (EXCETO SERVIDOR PÚBLICO);923;2;RN;2020
RANIERY SOARES CAMARA;11;11;PREFEITO;8;ODONTÓLOGO;115;2;RN;2020
FRANCISCO FELIPE DA SILVA;45;11;PREFEITO;6;PREFEITO;275;2;RN;2020
HIPOLITON SAEL HOLANDA MELO;15;11;PREFEITO;7;AGRICULTOR;601;2;RN;2020
JOSÉ ADOLFO DA SILVEIRA NETO;40;11;PREFEITO;5;AGRICULTOR;601;2;RN;2020
ANTÔNIO ALVES DA SILVA;45;11;PREFEITO;8;PREFEITO;275;2;RN;2020
FERNANDO ANTONIO BEZERRA;77;11;PREFEITO;8;ADVOGADO;131;2;RN;2020
VICTOR RAMON ALVES;10;11;PREFEITO;8;ADVOGADO;131;2;RN;2020
HUDSON PEREIRA DE BRITO;55;11;PREFEITO;8;PREFEITO;275;2;RN;2020
JOSÉ DE FIGUEIREDO VARELA;15;11;PREFEITO;8;OUTROS;999;2;RN;2020
JOSE WELLINGTON ALVES ROCHA;45;11;PREFEITO;8;MÉDICO;111;2;RN;2020
CLETSON RIVALDO DE OLIVEIRA;55;11;PREFEITO;8;PROFESSOR DE ENSINO MÉDIO;266;2;RN;2020
PEDRO GOMES DA SILVA JÚNIOR;25;11;PREFEITO;7;EMPRESÁRIO;257;2;RN;2020
EDI CARLOS ALEXANDRE DE SOUZA OLIVEIRA;90;11;PREFEITO;8;BANCÁRIO E ECONOMIÁRIO;395;2;RN;2020
DAVI CASSIO FERNANDES DA SILVA;22;11;PREFEITO;8;MÉDICO;111;2;RN;2020
JUSSARA SALES DE SOUZA;90;11;PREFEITO;8;ADVOGADO;131;4;RN;2020
JOÃO WILSON DE ANDRADE RIBEIRO FILHO;14;11;PREFEITO;7;EMPRESÁRIO;257;2;RN;2020
CARLOS VERIANO DE LIMA;11;11;PREFEITO;4;PREFEITO;275;2;RN;2020
JOSÉ ARNOR DA SILVA;15;11;PREFEITO;8;PREFEITO;275;2;RN;2020
JOÃO MARIA ANDRADE FURTADO FILHO;45;11;PREFEITO;8;ENGENHEIRO;101;2;RN;2020
PEDRO HENRIQUE DE SOUZA SILVA;45;11;PREFEITO;6;VEREADOR;278;2;RN;2020
ARTHUR HENRIQUE DA FONSECA TEIXEIRA;40;11;PREFEITO;8;ARQUITETO;102;2;RN;2020
PAULO HENRIQUE BILINHO FILHO;11;11;PREFEITO;6;AGRICULTOR;601;2;RN;2020
PEDRO SALES BELO DA SILVA;15;11;PREFEITO;6;EMPRESÁRIO;257;2;RN;2020
FLAVIO CÉSAR NOGUEIRA;15;11;PREFEITO;8;PREFEITO;275;2;RN;2020
RENAN MENDONÇA FERNANDES;22;11;PREFEITO;8;ADVOGADO;131;2;RN;2020
JOSÉ ALEXANDRE SOBRINHO;15;11;PREFEITO;8;ADVOGADO;131;2;RN;2020
BARBARA TEIXEIRA QUEIROZ;11;11;PREFEITO;7;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;931;4;RN;2020
JOSE AIRTON BEZERRA;12;11;PREFEITO;8;MÉDICO;111;2;RN;2020
SIMONE FERNANDES DA SILVA;22;11;PREFEITO;6;DONA DE CASA;581;4;RN;2020
PEDRO GOMES DA SILVA JÚNIOR;44;11;PREFEITO;7;EMPRESÁRIO;257;2;RN;2020
CLAUDIO MARQUES DE MACÊDO;15;11;PREFEITO;7;PREFEITO;275;2;RN;2020
OSIVAN SÁVIO NASCIMENTO QUEIROZ;15;11;PREFEITO;6;PREFEITO;275;2;RN;2020
UADY ANTÔNIO DE FARIAS;45;11;PREFEITO;7;SERVIDOR PÚBLICO ESTADUAL;297;2;RN;2020
LARISSA LISIANE DA CUNHA ROCHA JACOME;55;11;PREFEITO;8;PREFEITO;275;4;RN;2020
JOAO BATISTA GOMES GONCALVES;15;11;PREFEITO;6;PREFEITO;275;2;RN;2020
JOAQUIM JOSÉ DE MEDEIROS;40;11;PREFEITO;6;AGRICULTOR;601;2;RN;2020
JORGE VINICIUS DE OLIVEIRA FERNANDES;55;11;PREFEITO;6;PREFEITO;275;2;RN;2020
JOSÉ MORGÂNIO PAIVA;15;11;PREFEITO;6;PREFEITO;275;2;RN;2020
JANE MARIA SOARES DE MEDEIROS;15;11;PREFEITO;8;DONA DE CASA;581;4;RN;2020
JOSIVAN BIBIANO DE AZEVEDO;22;11;PREFEITO;8;PREFEITO;275;2;RN;2020
MARINEIDE MARINHO PEREIRA DINIZ;25;11;PREFEITO;8;OUTROS;999;4;RN;2020
MARIANNA ALMEIDA NASCIMENTO;55;11;PREFEITO;8;ADVOGADO;131;4;RN;2020
JAILTON FELIX DE PONTES;11;11;PREFEITO;4;AGRICULTOR;601;2;RN;2020
